7,24,35,48,55,59
6,11,18,29,37,57
20,25,32,39,41,51
5,27,28,34,45,56
1,15,17,20,42,54
3,10,24,37,42,45
11,17,39,44,46,47
18,19,39,40,50,57
7,11,51,52,57,59
5,6,45,48,50,59
8,12,13,26,42,44
3,5,15,43,45,54
12,14,36,53,54,59
5,12,21,36,43,59
9,10,11,19,45,49
23,27,34,35,36,42
25,28,31,32,36,57
8,15,28,30,41,54
16,19,24,39,57,59
3,5,10,27,45,48
8,18,23,27,29,50
12,14,17,21,37,46
4,11,17,24,35,40
2,6,10,36,39,47
5,10,22,24,31,57
12,18,29,44,49,58
21,23,27,30,38,46
3,4,5,21,40,41
31,38,41,49,51,56
2,15,28,35,46,58
4,39,44,46,52,53
12,17,23,29,49,50
1,6,8,9,27,35
1,17,26,28,55,56
22,24,39,43,46,54
2,11,40,41,47,53
5,9,34,36,40,41
9,11,14,27,30,52
2,26,30,44,52,58
8,13,16,25,27,50
13,20,28,35,50,54
4,14,41,44,45,49
2,9,28,31,34,40
6,27,41,42,51,54
21,25,40,45,50,59
5,9,24,25,43,55
22,25,35,51,53,57
26,30,35,41,44,52
5,19,25,39,53,56
2,3,11,27,38,57
9,12,25,40,51,58
12,17,19,48,52,57
5,7,18,20,54,55
5,6,14,27,54,56
14,23,41,44,46,51
3,7,11,24,29,30
1,10,35,49,50,53
2,4,31,34,36,43
6,8,19,35,46,50
2,9,36,43,54,59
7,8,25,45,57,58
12,14,17,18,24,44
13,19,34,35,39,59
4,14,16,19,21,25
9,16,23,30,33,51
13,32,44,50,51,55
2,18,24,28,36,53
5,22,27,35,37,40
5,13,16,34,41,44
1,11,13,22,29,52
14,16,20,25,45,58
3,25,36,42,43,53
3,9,14,30,41,46
10,17,21,35,39,43
3,6,8,10,56,58
14,27,28,35,39,46
2,17,36,39,52,54
3,6,15,17,37,55
5,9,40,54,55,57
13,38,39,44,47,59
9,10,16,18,37,38
12,27,41,44,47,59
7,8,9,16,30,42
5,13,36,42,46,50
24,29,35,45,56,58
4,19,35,47,51,59
12,26,32,39,50,52
13,21,26,29,35,59
9,22,25,32,51,52
11,16,26,51,57,58
21,33,36,41,46,55
4,22,33,40,46,57
1,10,13,28,44,46
4,25,35,41,45,55
14,34,38,39,47,56
3,16,25,34,35,46
3,7,8,23,42,52
24,25,29,34,48,53
5,20,22,50,55,56
14,24,37,40,45,56
1,5,34,43,48,53
14,32,39,42,43,58
18,23,25,41,49,50
4,12,21,30,41,47
35,42,52,53,58,59
9,19,26,30,40,51
7,29,41,55,56,58
6,14,49,51,55,57
19,21,27,43,46,52
3,18,20,30,47,52
14,36,37,42,53,57
16,17,24,29,34,59
10,16,35,40,54,58
27,33,49,51,52,53
1,7,9,18,29,48
3,20,30,33,37,50
2,5,8,16,34,55
1,5,11,18,20,57
8,11,28,31,40,50
5,41,42,48,49,53
8,26,30,46,49,58
10,19,33,44,51,59
10,11,18,33,34,54
10,13,18,26,28,41
8,10,24,27,35,39
5,19,20,27,32,46
4,18,28,36,39,41
11,18,27,42,45,49
4,16,21,25,33,48
19,26,27,31,36,59
15,29,30,36,41,55
3,17,25,41,54,56
4,6,27,28,45,58
3,22,27,37,43,54
9,28,31,48,49,56
10,16,18,27,35,37
7,26,37,44,51,54
12,13,16,28,45,57
1,2,19,21,38,52
12,15,18,30,43,51
20,35,36,40,49,57
5,6,26,42,48,49
7,12,24,25,31,48
2,3,7,12,18,44
5,32,38,39,50,56
11,16,22,31,35,54
19,43,45,46,50,56
1,5,7,15,22,45
15,19,21,33,38,59
1,13,33,34,36,55
8,32,36,42,49,52
4,29,30,39,48,52
8,17,23,30,39,52
6,13,33,40,45,59
23,29,36,40,51,57
5,13,18,33,41,44
31,38,47,52,53,54
2,9,17,21,32,39
15,22,23,27,48,54
2,10,11,15,45,50
8,19,30,43,47,52
4,18,19,24,36,56
9,20,21,23,29,35
7,13,23,35,56,57
2,38,43,47,48,56
16,28,32,44,58,59
7,14,32,37,50,59
18,20,34,50,55,58
1,24,26,31,44,52
3,14,15,35,43,47
8,19,39,55,57,59
7,19,23,29,40,53
2,11,14,16,19,49
1,9,16,31,44,49
2,13,19,23,34,46
4,21,29,34,40,53
8,12,15,20,52,58
14,29,46,49,52,53
5,9,13,21,22,54
8,17,28,44,52,57
14,26,33,36,39,52
2,15,22,40,51,58
6,12,24,31,34,45
4,13,37,42,51,57
1,33,37,38,42,55
18,33,37,50,56,59
9,13,29,43,44,50
3,33,38,41,49,59
6,14,22,32,38,44
2,4,10,21,27,54
5,9,22,28,29,55
9,11,20,27,30,50
5,24,31,45,47,54
4,11,25,29,38,59
22,30,36,37,42,49
9,12,20,43,45,51
13,18,29,35,50,55
2,21,36,38,40,51
19,21,24,43,44,49
2,3,12,36,51,56
23,44,45,51,53,56
2,30,38,47,52,59
4,15,24,46,47,52
9,22,24,28,30,51
9,22,29,42,51,55
1,24,29,50,51,56
5,9,26,27,34,53
7,10,19,21,34,56
4,16,33,38,48,56
4,19,32,43,46,54
10,22,41,45,46,55
6,14,21,22,26,30
23,31,33,35,42,54
7,41,42,46,51,57
3,11,12,34,39,53
23,25,36,37,45,49
2,20,23,26,31,43
19,26,34,47,52,56
13,27,38,42,47,50
14,32,37,39,48,56
4,22,23,37,50,52
9,17,27,35,38,48
3,10,14,22,41,47
14,30,47,54,57,58
27,31,42,47,53,56
4,13,26,29,37,48
6,10,15,21,23,47
1,20,33,35,42,49
8,9,22,36,43,44
4,6,15,16,38,52
7,14,26,29,35,45
1,5,6,9,32,47
6,18,20,24,27,31
5,10,16,18,21,26
2,12,17,21,43,47
5,21,34,35,43,57
1,10,16,19,30,59
9,13,22,26,51,57
13,26,35,39,52,53
24,27,33,41,55,58
2,20,23,33,54,57
21,26,34,47,53,54
7,8,14,20,23,58
5,11,17,22,48,50
3,12,20,44,54,56
2,4,12,18,22,31
20,26,31,42,52,59
16,26,28,32,33,39
19,25,29,34,45,49
12,19,22,42,46,53
1,6,23,26,28,58
16,21,22,23,32,46
18,20,35,39,43,51
17,20,46,48,54,58
3,8,11,21,41,57
3,12,40,44,48,58
4,5,13,33,38,52
10,12,48,50,54,59
31,35,40,41,46,53
16,20,23,28,43,49
